edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia,employee_id,employee_name,risk_score,risk_level,recommendation
60,3114,37,27,ventas,temporal,48,5,4,2,5,no tengo motivacion para seguir en este trabajo,0,5846,N/A,0.23400404050003928,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,1446,12,10,ventas,fijo,52,2,3,0,31,los recursos para trabajar son insuficientes,0,5847,N/A,0.43034708259859505,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2960,26,25,ti,fijo,36,5,2,4,32,me siento estancado profesionalmente,1,5848,N/A,0.4040037880293867,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
35,1450,11,4,ventas,fijo,55,3,2,2,19,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0,5849,N/A,0.38684755350647765,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
45,2087,20,14,ventas,temporal,44,2,2,0,46,me siento estancado profesionalmente,1,5850,N/A,0.6433331739921866,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
44,2324,24,7,logistica,fijo,57,4,3,3,10,mi equipo y mi jefe me apoyan mucho,0,5851,N/A,0.29921910063935814,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
49,2907,22,9,produccion,fijo,50,3,4,3,46,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1,5852,N/A,0.29501330844534623,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
26,2090,5,3,logistica,temporal,60,4,4,3,9,me gusta el ambiente laboral y me siento muy estresado por la carga laboral,1,5853,N/A,0.5302655347338284,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3394,33,16,ventas,fijo,38,4,1,1,42,me siento reconocido por mis esfuerzos,0,5854,N/A,0.2959395799309778,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
49,1373,20,15,produccion,fijo,56,4,4,4,38,siento que crezco profesionalmente y me siento muy estresado por la carga laboral,0,5855,N/A,0.331212978098045,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
37,1805,19,0,rrhh,fijo,58,2,2,0,18,los recursos para trabajar son insuficientes y me siento muy estresado por la carga laboral,1,5856,N/A,0.6799491662328827,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,1931,22,3,produccion,fijo,39,2,3,1,26,el trabajo es estresante y agotador,1,5857,N/A,0.46485554135381096,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
50,2410,24,7,produccion,temporal,37,4,1,3,39,estoy satisfecho con mi equipo,1,5858,N/A,0.3441732124308128,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
21,1220,1,0,logistica,fijo,38,3,4,0,33,"algunas tareas son interesantes, otras no tanto",1,5859,N/A,0.570960450444959,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
51,2904,33,23,ti,fijo,40,3,3,2,35,hay cosas buenas y malas,0,5860,N/A,0.3002126287061004,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
20,1088,0,0,rrhh,fijo,51,3,5,0,19,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,1,5861,N/A,0.6673620158149812,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,2363,21,5,rrhh,fijo,37,2,4,1,45,cumplo mis funciones sin mayor inconveniente,0,5862,N/A,0.3569444213447538,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
25,2081,4,4,finanzas,fijo,55,3,3,3,4,el trabajo es estresante y agotador,1,5863,N/A,0.5934972648040407,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,918,2,1,rrhh,fijo,47,2,2,0,9,no recibo retroalimentacion suficiente ademas considero que el salario es bajo,0,5864,N/A,0.7687826331150962,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
33,2020,13,9,finanzas,fijo,34,4,5,0,31,estoy contento con mi trabajo,0,5865,N/A,0.33326715329348483,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
41,2225,14,14,finanzas,fijo,37,4,1,2,39,trabajo en proyectos que me interesan,1,5866,N/A,0.5510774549078992,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,3523,30,17,produccion,fijo,31,3,1,1,39,"algunas tareas son interesantes, otras no tanto",1,5867,N/A,0.6984413626550124,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
47,2542,28,12,produccion,fijo,60,2,2,1,27,no recibo retroalimentacion suficiente,1,5868,N/A,0.748388052233148,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
30,2407,11,4,ti,fijo,47,4,3,2,28,estoy orgulloso de lo que hacemos,0,5869,N/A,0.3123264829103085,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
22,1200,0,0,ti,fijo,48,3,5,0,47,el trabajo cumple con lo esperado,1,5870,N/A,0.6410790000601073,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,2349,12,11,ventas,fijo,47,4,4,3,21,estoy contento con mi trabajo,0,5871,N/A,0.2796027810154725,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
37,1025,12,4,finanzas,fijo,49,2,2,0,8,mi jefe no apoya mi desarrollo profesional,1,5872,N/A,0.7725813550601718,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
35,1748,10,1,ventas,fijo,45,3,2,0,1,"a veces me siento motivado, a veces no",1,5873,N/A,0.6567760906401005,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
35,2331,13,7,ti,fijo,33,4,2,0,12,el liderazgo es deficiente,0,5874,N/A,0.41261814267265384,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,719,0,0,logistica,temporal,46,3,2,0,34,"a veces me siento motivado, a veces no ademas considero que el salario es bajo y siento que no hay crecimiento profesional",1,5875,N/A,0.7299666806184396,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
27,1191,8,4,rrhh,fijo,35,2,4,0,26,la carga de trabajo es abrumadora,1,5876,N/A,0.7434737478393078,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
29,2171,6,4,ventas,fijo,41,3,2,1,29,hay estabilidad pero falta innovacion,0,5877,N/A,0.511224827758564,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
30,1920,12,11,ti,fijo,36,3,1,3,28,"no es el mejor trabajo, pero tampoco el peor",0,5878,N/A,0.34702214279109245,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
28,1095,1,0,produccion,fijo,52,1,1,0,34,hay falta de comunicacion en el equipo y siento que no hay crecimiento profesional,1,5879,N/A,0.8158070375523145,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
36,1453,15,12,finanzas,fijo,43,5,2,2,36,la empresa valora a sus empleados,1,5880,N/A,0.5966924996516046,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,2903,27,16,ventas,fijo,41,5,3,4,50,no confio en la direccion de la empresa,0,5881,N/A,0.37028467347105637,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
56,2675,36,10,ti,fijo,50,2,1,0,25,me siento estancado profesionalmente,0,5882,N/A,0.35866497642122835,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
43,2769,19,0,ventas,fijo,49,3,5,0,3,mi equipo y mi jefe me apoyan mucho,0,5883,N/A,0.27516341216918383,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,1916,10,7,ventas,temporal,31,5,3,2,34,estoy contento con mi trabajo,0,5884,N/A,0.4091876153552525,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,2352,13,12,ti,fijo,50,4,2,2,9,el liderazgo de mi equipo es excelente,0,5885,N/A,0.3503547751448767,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,2131,32,17,ti,fijo,60,2,4,0,19,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,0,5886,N/A,0.3783629437541945,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
18,1381,0,0,finanzas,fijo,33,2,3,0,48,siento que mi trabajo no tiene impacto,1,5887,N/A,0.7023821536269874,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
60,2691,38,23,ventas,fijo,37,3,5,4,9,hay cosas buenas y malas,0,5888,N/A,0.34895541570439226,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
39,2824,14,12,rrhh,fijo,60,2,3,1,29,hay falta de comunicacion en el equipo,1,5889,N/A,0.5134299035360135,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2227,20,5,ventas,temporal,39,4,1,1,10,estoy motivado y satisfecho con mis proyectos,0,5890,N/A,0.30173253446504583,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
36,2151,11,4,produccion,temporal,46,5,1,3,15,me gusta el ambiente laboral,1,5891,N/A,0.6622926018433861,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
35,2547,10,5,ti,temporal,36,4,4,1,6,no recibo retroalimentacion suficiente,0,5892,N/A,0.2101017016897202,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
29,1962,8,3,produccion,fijo,50,5,3,2,22,siento que crezco profesionalmente,1,5893,N/A,0.6424563017363536,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2592,21,10,logistica,fijo,39,3,4,1,39,cumplo mis funciones sin mayor inconveniente,1,5894,N/A,0.3550247932376988,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
45,3587,27,18,logistica,fijo,50,5,3,3,0,la cultura de la empresa es positiva,0,5895,N/A,0.217074434203482,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,2622,24,19,produccion,fijo,46,5,2,2,44,me gusta el ambiente laboral,0,5896,N/A,0.25442245763118393,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
36,1530,12,8,ventas,temporal,45,3,3,2,6,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1,5897,N/A,0.40229480056020456,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2167,25,12,ventas,fijo,60,4,3,4,40,estoy contento con mi trabajo,0,5898,N/A,0.28036900700236905,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,2450,29,14,ventas,fijo,54,1,2,0,3,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,0,5899,N/A,0.46403294811040136,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,3722,25,23,ventas,fijo,42,4,5,0,1,el liderazgo de mi equipo es excelente,0,5900,N/A,0.3231786837253543,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
52,2298,33,23,finanzas,fijo,60,1,1,0,16,hay falta de comunicacion en el equipo,1,5901,N/A,0.7770569813683482,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
51,1886,26,15,produccion,temporal,52,3,3,3,39,el equilibrio entre trabajo y vida es justo y me siento muy estresado por la carga laboral,1,5902,N/A,0.5334662170017552,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,1832,31,30,rrhh,fijo,47,4,4,1,8,disfruto trabajar en esta empresa,1,5903,N/A,0.6234926137711786,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,2327,36,16,finanzas,fijo,56,1,2,0,10,estoy contento con mi trabajo,0,5904,N/A,0.5287496201162994,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
33,2029,11,4,produccion,temporal,34,4,5,1,43,no recibo retroalimentacion suficiente,0,5905,N/A,0.34500256121104217,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
55,3150,34,29,ti,fijo,37,3,1,0,18,me esfuerzo por mejorar en mi puesto y siento que no hay crecimiento profesional,0,5906,N/A,0.6561417013797314,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
30,760,4,0,ventas,fijo,59,1,1,0,13,siento que mis habilidades no se aprovechan ademas considero que el salario es bajo,0,5907,N/A,0.44967786296146073,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,1888,20,13,logistica,fijo,60,3,4,4,14,el liderazgo de mi equipo es excelente y me siento muy estresado por la carga laboral,0,5908,N/A,0.3433768275561692,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
39,3235,16,9,ventas,fijo,56,2,5,1,46,siento que mi trabajo no tiene impacto y me siento muy estresado por la carga laboral,1,5909,N/A,0.6222789779547956,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
33,2682,15,9,ventas,fijo,36,5,4,3,7,disfruto trabajar en esta empresa,0,5910,N/A,0.19275776364836844,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
45,2787,20,12,produccion,fijo,59,3,1,3,32,hay tareas repetitivas que no disfruto y me siento muy estresado por la carga laboral,1,5911,N/A,0.611944615803027,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,2451,31,16,logistica,temporal,47,4,3,1,1,siento estabilidad en mi trabajo,1,5912,N/A,0.3955191893091743,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
25,718,4,0,ti,fijo,52,1,2,0,1,me siento estancado profesionalmente,1,5913,N/A,0.8385365356644555,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
39,1649,15,13,ti,fijo,35,5,2,3,19,la empresa valora a sus empleados,0,5914,N/A,0.36434089366619477,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
38,1469,15,11,finanzas,fijo,57,3,4,2,22,mi experiencia es promedio,0,5915,N/A,0.4203720387419158,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,1698,24,6,finanzas,fijo,42,4,3,3,17,estoy motivado y satisfecho con mis proyectos,1,5916,N/A,0.37300849331803543,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
57,2046,35,34,produccion,fijo,53,2,1,4,29,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral,1,5917,N/A,0.7272646181128088,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
38,1659,13,6,finanzas,temporal,38,4,2,4,20,mi desarrollo profesional es constante,1,5918,N/A,0.5622653769186303,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,3710,24,20,finanzas,fijo,59,3,2,1,35,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0,5919,N/A,0.35058708325492804,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,4000,38,0,ventas,temporal,52,1,4,0,2,el liderazgo es deficiente y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,0,5920,N/A,0.2795439208998386,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
18,1653,0,0,finanzas,fijo,59,2,5,0,16,el trabajo es aceptable y siento que no hay crecimiento profesional,1,5921,N/A,0.6261650600860634,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,1941,3,2,finanzas,fijo,37,4,2,2,23,me gusta el ambiente laboral,1,5922,N/A,0.6928139559553272,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2748,19,12,finanzas,fijo,41,3,4,3,37,"el ambiente es regular, podria mejorar",0,5923,N/A,0.2848700050473239,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
40,1737,14,8,produccion,fijo,39,4,1,1,3,mi desarrollo profesional es constante,0,5924,N/A,0.5445384194002224,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
60,3240,38,21,finanzas,fijo,36,2,2,0,8,no recibo retroalimentacion suficiente y siento que no hay crecimiento profesional,1,5925,N/A,0.7657953744482696,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
60,2574,42,33,rrhh,temporal,36,3,4,2,32,hay tareas repetitivas que no disfruto,0,5926,N/A,0.21229543162304182,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
40,2906,20,8,rrhh,temporal,46,3,5,1,33,el trabajo cumple con lo esperado,0,5927,N/A,0.33804707945968704,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
49,3374,28,17,finanzas,temporal,34,4,3,1,44,el liderazgo de mi equipo es excelente,1,5928,N/A,0.5077683172354256,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
47,2432,27,21,rrhh,temporal,39,4,2,1,31,estoy motivado y satisfecho con mis proyectos,1,5929,N/A,0.614806496099324,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
30,1598,4,1,ventas,fijo,50,2,4,1,7,estoy muy insatisfecho con mi trabajo,0,5930,N/A,0.27879318951388504,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
60,2863,42,35,produccion,fijo,60,1,3,1,47,los recursos para trabajar son insuficientes,0,5931,N/A,0.3469086066693371,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
35,3132,17,15,finanzas,fijo,49,4,5,4,49,tengo un equilibrio razonable entre trabajo y vida,0,5932,N/A,0.355421031282725,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
40,2369,19,5,rrhh,fijo,44,4,2,2,14,tengo un equilibrio razonable entre trabajo y vida,0,5933,N/A,0.2821505793403642,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
32,1448,12,3,logistica,temporal,42,3,4,2,30,no recibo retroalimentacion suficiente,0,5934,N/A,0.3943000774491203,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,2415,22,2,logistica,temporal,43,2,3,0,4,siento que mis habilidades no se aprovechan y siento que no hay crecimiento profesional,0,5935,N/A,0.395552870630195,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
38,2547,12,11,ventas,fijo,46,5,1,2,41,siento que mi trabajo no tiene impacto,0,5936,N/A,0.3107118827294685,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
56,3899,36,10,ventas,temporal,36,2,1,1,41,hay falta de comunicacion en el equipo,0,5937,N/A,0.560541184260037,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2470,22,4,finanzas,temporal,53,3,4,4,28,hay cosas buenas y malas y me siento muy estresado por la carga laboral,0,5938,N/A,0.386924390915538,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
44,1794,23,0,logistica,fijo,50,2,3,0,13,hay falta de comunicacion en el equipo,0,5939,N/A,0.33173852568328377,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
35,1984,8,7,ventas,fijo,33,4,1,0,12,el liderazgo de mi equipo es excelente,1,5940,N/A,0.7715062819175921,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
41,2988,18,18,ventas,temporal,57,3,2,1,47,estoy muy insatisfecho con mi trabajo,1,5941,N/A,0.6898495711288015,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3341,34,3,finanzas,temporal,38,5,4,2,25,la empresa valora a sus empleados,0,5942,N/A,0.21162082507469446,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
59,2421,36,34,rrhh,fijo,48,4,5,1,19,la cultura de la empresa es positiva,1,5943,N/A,0.6570424889230325,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
24,888,0,0,ti,fijo,43,3,2,0,30,"el ambiente es regular, podria mejorar",1,5944,N/A,0.6935472052907019,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
37,1496,15,13,produccion,temporal,32,4,4,3,50,mi equipo y mi jefe me apoyan mucho,0,5945,N/A,0.30125657295312774,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
44,2344,14,4,finanzas,fijo,58,4,1,2,35,trabajo en proyectos que me interesan,0,5946,N/A,0.6071490913192871,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,861,5,3,logistica,fijo,33,3,5,2,26,me esfuerzo por mejorar en mi puesto,0,5947,N/A,0.35114961687861895,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
44,1910,21,15,rrhh,fijo,52,3,2,2,36,el trabajo es estresante y agotador y me siento muy estresado por la carga laboral,0,5948,N/A,0.42743356411364997,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
26,1540,6,5,ventas,fijo,31,5,3,2,32,estoy satisfecho con mi equipo,1,5949,N/A,0.6453036273667699,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
48,2713,25,2,ti,fijo,37,4,5,0,28,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,0,5950,N/A,0.21716243086985482,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
38,2016,16,15,ventas,fijo,31,4,1,4,26,mi desarrollo profesional es constante,0,5951,N/A,0.29155528700332106,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
43,2326,20,7,ti,fijo,33,4,5,4,3,me siento estancado profesionalmente,0,5952,N/A,0.2114860533253119,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
57,3768,33,4,ti,fijo,31,4,1,0,10,me siento reconocido por mis esfuerzos,0,5953,N/A,0.310364470553773,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
30,715,4,2,rrhh,temporal,59,2,4,2,24,me siento parte de un buen equipo y me siento muy estresado por la carga laboral ademas considero que el salario es bajo,1,5954,N/A,0.5889028929696412,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2500,12,2,finanzas,fijo,54,1,2,0,4,siento que mis habilidades no se aprovechan,1,5955,N/A,0.5500433246392479,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
37,2267,14,7,rrhh,fijo,58,2,4,4,50,no hay reconocimiento al esfuerzo,0,5956,N/A,0.35022054526500085,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,2478,32,24,finanzas,temporal,33,4,5,4,1,mi equipo y mi jefe me apoyan mucho,0,5957,N/A,0.1708994608577773,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
45,2642,23,20,rrhh,temporal,50,4,4,3,39,me siento parte de un buen equipo,0,5958,N/A,0.278217094564073,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
34,1463,11,0,ti,temporal,38,3,2,0,12,hay buenas oportunidades de aprendizaje,1,5959,N/A,0.7428365965100748,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2649,17,7,rrhh,fijo,31,3,5,4,26,cumplo mis funciones sin mayor inconveniente,0,5960,N/A,0.21955470645515524,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,2879,40,20,produccion,fijo,49,4,4,2,38,mi jefe no apoya mi desarrollo profesional,0,5961,N/A,0.1848533105634851,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
19,1747,0,0,logistica,fijo,51,3,4,0,16,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1,5962,N/A,0.6266855199424112,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,1517,21,18,finanzas,fijo,46,3,4,4,30,la empresa valora a sus empleados,0,5963,N/A,0.3216214480376224,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,4000,40,8,finanzas,fijo,30,4,3,2,10,mi equipo y mi jefe me apoyan mucho,0,5964,N/A,0.20079660126583254,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
23,1465,4,3,rrhh,temporal,52,1,5,1,8,la carga de trabajo es abrumadora,1,5965,N/A,0.7744490158034546,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
28,1766,7,4,ti,fijo,35,2,2,1,10,el trabajo es estresante y agotador,0,5966,N/A,0.4383647249067576,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
55,2638,36,22,ti,temporal,58,2,5,3,6,no hay reconocimiento al esfuerzo,1,5967,N/A,0.7200948841320651,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,946,0,0,ventas,temporal,45,3,5,0,36,hay estabilidad pero falta innovacion,1,5968,N/A,0.6967576357426541,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,1901,3,3,rrhh,temporal,33,4,4,0,5,siento que crezco profesionalmente y siento que no hay crecimiento profesional,0,5969,N/A,0.3884705756126321,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,1470,4,2,ventas,fijo,34,4,1,1,29,mi equipo y mi jefe me apoyan mucho,1,5970,N/A,0.7017459602991197,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,1509,0,0,ti,fijo,34,2,4,0,28,tengo oportunidades limitadas para crecer,1,5971,N/A,0.6317518920353952,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3273,34,7,ventas,fijo,38,3,1,1,30,"no es el mejor trabajo, pero tampoco el peor",1,5972,N/A,0.553574282095487,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
20,1033,0,0,finanzas,fijo,34,2,3,0,22,el trabajo es estresante y agotador,0,5973,N/A,0.5029853417821953,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,3654,30,2,finanzas,fijo,31,4,3,2,12,me siento parte de un buen equipo,0,5974,N/A,0.17629504633062795,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,3653,31,21,produccion,temporal,36,4,1,2,36,el trabajo es estresante y agotador,0,5975,N/A,0.36177582477060183,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
41,2884,23,14,finanzas,fijo,60,4,4,4,11,no hay reconocimiento al esfuerzo,1,5976,N/A,0.5214554567018334,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
36,2290,12,3,produccion,fijo,44,3,4,1,44,estoy motivado y satisfecho con mis proyectos,0,5977,N/A,0.3479594201044325,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
35,1997,17,3,ti,temporal,55,2,5,1,17,mi jefe no apoya mi desarrollo profesional,0,5978,N/A,0.505549676735291,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,2046,18,1,produccion,fijo,54,3,5,0,11,mi experiencia es promedio y me siento muy estresado por la carga laboral,0,5979,N/A,0.6198471238844759,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,3060,33,23,rrhh,fijo,52,2,3,0,2,el liderazgo es deficiente,1,5980,N/A,0.643049221501845,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
18,1489,0,0,rrhh,fijo,37,4,5,0,47,la empresa valora a sus empleados y siento que no hay crecimiento profesional,0,5981,N/A,0.32888978742424707,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
