edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia
43,2557,22,7,rrhh,temporal,37,4,5,4,25,mi desarrollo profesional es constante,0
24,1320,6,0,produccion,temporal,57,3,1,0,44,el equilibrio entre trabajo y vida es justo y siento que no hay crecimiento profesional,1
59,3866,38,26,rrhh,fijo,42,4,2,0,20,estoy satisfecho con mi equipo,0
43,1823,21,4,rrhh,fijo,53,3,3,3,10,el equilibrio entre trabajo y vida es justo y me siento muy estresado por la carga laboral,0
42,3143,22,14,rrhh,fijo,30,3,1,0,26,me esfuerzo por mejorar en mi puesto,1
27,1819,9,2,produccion,fijo,55,2,2,1,42,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral,0
36,2912,18,18,logistica,fijo,51,2,1,1,6,siento que mi esfuerzo no se reconoce,1
28,804,3,0,logistica,fijo,40,2,2,0,37,trabajo en proyectos que me interesan y siento que no hay crecimiento profesional,1
30,1916,2,0,ventas,fijo,54,1,3,0,42,no recibo retroalimentacion suficiente y siento que no hay crecimiento profesional,1
25,1257,0,0,rrhh,fijo,60,1,2,0,8,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,1
57,3011,36,5,ti,temporal,53,2,1,2,46,el trabajo es estresante y agotador,0
21,1030,2,1,logistica,temporal,31,4,2,1,47,estoy motivado y satisfecho con mis proyectos,0
48,2399,25,0,logistica,temporal,34,2,3,0,33,no hay oportunidades de crecimiento,1
45,3081,27,9,produccion,fijo,40,4,2,3,42,siento estabilidad en mi trabajo,0
28,617,2,2,rrhh,temporal,33,1,5,1,25,hay tareas repetitivas que no disfruto,1
60,2632,32,24,logistica,temporal,37,3,1,2,5,"estoy aprendiendo cosas nuevas, pero hay desafios",1
18,522,0,0,produccion,fijo,54,2,2,0,11,hay estabilidad pero falta innovacion y me siento muy estresado por la carga laboral,1
55,2746,35,34,ti,fijo,41,4,5,2,36,hay un buen ambiente de colaboracion,0
41,1050,15,9,logistica,temporal,32,4,5,1,49,tengo un equilibrio razonable entre trabajo y vida,1
48,1718,26,12,ti,temporal,54,2,4,3,43,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,1
58,3405,35,18,finanzas,temporal,60,2,2,4,39,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral,0
43,1200,17,9,finanzas,temporal,46,4,4,0,0,estoy motivado y satisfecho con mis proyectos,0
22,1148,4,4,ventas,fijo,52,4,5,3,34,el liderazgo de mi equipo es excelente,1
37,1987,19,6,finanzas,temporal,37,4,3,4,3,hay buenas oportunidades de aprendizaje,1
58,2602,37,14,produccion,temporal,35,3,2,4,39,hay buenas oportunidades de aprendizaje,0
28,2161,6,6,logistica,temporal,33,4,4,4,49,mi equipo y mi jefe me apoyan mucho,1
50,3336,30,3,finanzas,temporal,33,2,1,0,7,no tengo motivacion para seguir en este trabajo,0
55,3061,26,10,produccion,fijo,36,2,3,0,1,estoy muy insatisfecho con mi trabajo,0
44,1784,23,7,produccion,fijo,60,3,4,0,11,la empresa tiene potencial de mejora y me siento muy estresado por la carga laboral,0
51,3668,31,26,ventas,fijo,39,3,2,4,50,el liderazgo de mi equipo es excelente,0
32,2259,10,1,produccion,fijo,35,2,1,0,7,no hay reconocimiento al esfuerzo y siento que no hay crecimiento profesional,1
49,3659,25,0,finanzas,fijo,60,2,3,0,40,no me siento valorado en la empresa,1
38,2226,19,0,logistica,fijo,33,2,5,0,30,no tengo motivacion para seguir en este trabajo,0
22,1025,1,1,logistica,fijo,50,2,4,1,20,me siento estancado profesionalmente,0
23,811,0,0,finanzas,fijo,39,1,3,0,30,trabajo en proyectos que me interesan,1
55,3138,30,17,rrhh,fijo,49,2,5,0,31,me siento estancado profesionalmente,1
39,2040,17,10,logistica,temporal,46,5,2,4,19,me siento reconocido por mis esfuerzos,0
35,1539,4,2,ventas,fijo,49,3,2,2,46,la empresa tiene potencial de mejora,1
31,1103,4,2,ti,fijo,35,2,5,0,18,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,0
27,1223,9,5,ti,fijo,60,3,3,0,46,el trabajo cumple con lo esperado y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
30,2449,12,7,rrhh,fijo,40,2,4,0,29,el trabajo es estresante y agotador,0
48,2734,24,24,finanzas,fijo,47,4,2,0,50,trabajo en proyectos que me interesan y siento que no hay crecimiento profesional,0
47,3061,21,15,ventas,fijo,52,2,2,1,8,estoy satisfecho con mi equipo,1
20,1504,0,0,finanzas,fijo,38,2,3,0,19,siento que mis habilidades no se aprovechan,1
47,3254,23,7,logistica,fijo,41,5,2,2,17,tengo un equilibrio razonable entre trabajo y vida,0
23,1215,4,3,rrhh,fijo,60,2,1,1,47,trabajo en proyectos que me interesan,1
46,1673,24,2,ti,temporal,60,1,5,1,12,no tengo motivacion para seguir en este trabajo y me siento muy estresado por la carga laboral,0
25,1464,0,0,ventas,fijo,40,3,4,0,29,mi experiencia es promedio y siento que no hay crecimiento profesional,0
60,3581,40,0,logistica,fijo,55,1,3,0,46,mi jefe no apoya mi desarrollo profesional y siento que no hay crecimiento profesional,1
50,2034,27,22,finanzas,temporal,47,4,1,1,28,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0
34,1250,16,5,produccion,fijo,52,4,2,3,50,estoy contento con mi trabajo,1
28,1224,3,2,produccion,fijo,31,4,2,0,29,la cultura de la empresa es positiva y siento que no hay crecimiento profesional,1
30,1637,7,5,produccion,fijo,45,5,1,2,46,siento que crezco profesionalmente,0
28,854,10,2,ti,fijo,38,3,2,0,4,"el ambiente es regular, podria mejorar ademas considero que el salario es bajo y siento que no hay crecimiento profesional",1
48,2349,26,1,produccion,fijo,45,2,5,1,3,mi experiencia es promedio,0
45,2161,23,16,produccion,fijo,41,5,2,2,49,los recursos para trabajar son insuficientes,1
23,1232,3,3,rrhh,fijo,46,2,4,1,45,siento que mi esfuerzo no siempre se reconoce,1
58,2356,40,26,logistica,fijo,42,2,5,0,30,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,0
33,1733,13,4,rrhh,temporal,33,3,3,2,41,estoy contento con mi trabajo,1
21,1031,0,0,rrhh,temporal,42,2,5,0,32,no me siento valorado en la empresa,1
52,3966,32,22,finanzas,fijo,41,3,3,3,48,el liderazgo de mi equipo es excelente,0
43,3198,22,5,produccion,fijo,60,1,3,1,0,me siento sobrecargado y desmotivado y me siento muy estresado por la carga laboral,1
29,1604,3,2,logistica,fijo,31,5,5,2,18,no hay oportunidades de crecimiento,1
28,1162,7,6,ti,fijo,46,4,4,0,14,estoy motivado y satisfecho con mis proyectos,1
54,3342,36,25,produccion,fijo,44,5,2,2,1,me siento parte de un buen equipo,0
42,1974,21,21,produccion,temporal,42,3,5,3,3,el trabajo cumple con lo esperado,0
35,2413,13,10,finanzas,temporal,31,2,3,1,2,el ambiente de oficina es tenso,0
36,1551,17,6,rrhh,fijo,55,2,5,3,22,los recursos para trabajar son insuficientes,0
40,1892,16,14,produccion,temporal,35,3,3,3,39,hay estabilidad pero falta innovacion,1
55,4000,37,7,ventas,fijo,50,3,3,1,42,me esfuerzo por mejorar en mi puesto,1
35,2543,11,4,ventas,fijo,41,4,1,4,5,disfruto trabajar en esta empresa,0
43,2354,23,16,rrhh,fijo,58,4,4,3,29,siento estabilidad en mi trabajo,1
23,1897,2,2,logistica,fijo,30,4,4,1,22,estoy satisfecho con las condiciones laborales,0
21,1224,0,0,rrhh,temporal,44,2,3,0,40,siento que mis habilidades no se aprovechan,1
46,2219,25,1,produccion,fijo,32,2,3,0,48,no tengo motivacion para seguir en este trabajo,0
51,2833,30,26,ventas,temporal,57,4,2,2,14,aprecio el apoyo de mis colegas pero no siempre de mi jefe y me siento muy estresado por la carga laboral,0
34,2027,12,4,ti,fijo,39,4,3,1,44,estoy satisfecho con mi equipo,0
60,2269,38,6,ti,fijo,35,4,3,1,46,me gusta el ambiente laboral,0
60,3015,34,25,ventas,fijo,34,3,4,2,49,no recibo retroalimentacion suficiente,1
33,1139,9,5,rrhh,fijo,51,3,3,1,16,el trabajo es aceptable,1
19,820,0,0,finanzas,fijo,37,1,2,0,8,mi jefe no apoya mi desarrollo profesional,1
51,2682,26,16,finanzas,fijo,35,4,1,4,1,la cultura de la empresa es positiva,0
25,1445,7,1,ti,temporal,40,2,1,0,49,siento que mi esfuerzo no se reconoce,1
30,807,6,6,rrhh,fijo,43,4,2,4,40,estoy satisfecho con mi equipo ademas considero que el salario es bajo,1
59,3227,33,15,produccion,fijo,50,4,3,3,28,trabajo en proyectos que me interesan,1
25,1646,0,0,ventas,temporal,56,3,2,0,50,estoy motivado y satisfecho con mis proyectos y me siento muy estresado por la carga laboral,1
47,2393,21,14,ti,fijo,49,3,1,0,41,me esfuerzo por mejorar en mi puesto y siento que no hay crecimiento profesional,1
49,2558,29,25,finanzas,fijo,34,3,4,3,45,estoy motivado y satisfecho con mis proyectos,0
53,3497,31,14,finanzas,temporal,42,5,3,2,30,estoy satisfecho con mi equipo,0
47,3134,25,22,produccion,fijo,56,3,3,1,31,hay estabilidad pero falta innovacion y me siento muy estresado por la carga laboral,1
18,784,0,0,produccion,fijo,38,3,5,0,0,estoy satisfecho con mi equipo,0
60,4000,39,19,finanzas,fijo,59,2,3,1,29,mi jefe no apoya mi desarrollo profesional,0
56,3473,31,3,rrhh,fijo,39,3,5,2,27,cumplo mis funciones sin mayor inconveniente,1
34,2087,12,10,finanzas,temporal,40,4,5,0,25,hay un buen ambiente de colaboracion y siento que no hay crecimiento profesional,1
37,2472,19,2,ventas,fijo,35,3,4,1,17,el trabajo cumple con lo esperado,1
41,1439,16,13,rrhh,fijo,50,3,5,1,0,el trabajo es aceptable,0
39,2185,9,9,produccion,fijo,56,3,5,1,40,siento que algunos procesos son confusos y me siento muy estresado por la carga laboral,1
46,3142,25,5,logistica,fijo,56,2,5,3,47,no tengo motivacion para seguir en este trabajo y me siento muy estresado por la carga laboral,1
39,2823,13,10,logistica,fijo,53,3,5,4,18,cumplo mis funciones sin mayor inconveniente,1
26,1022,2,2,produccion,fijo,34,3,5,1,34,siento que algunos procesos son confusos,0
54,2680,33,9,produccion,fijo,34,5,2,3,32,estoy motivado y satisfecho con mis proyectos,0
27,2463,9,7,ventas,fijo,45,5,5,4,7,me gusta el ambiente laboral,0
53,1889,35,20,produccion,temporal,53,3,2,1,48,disfruto trabajar en esta empresa y me siento muy estresado por la carga laboral,1
54,2960,34,22,rrhh,fijo,54,3,2,0,26,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
45,2691,21,20,produccion,fijo,37,3,2,0,36,la carga de trabajo es abrumadora,1
45,1703,21,20,logistica,temporal,44,3,3,0,41,siento que crezco profesionalmente,1
59,2918,37,16,produccion,fijo,44,4,2,2,7,me siento parte de un buen equipo,1
60,2636,39,16,finanzas,temporal,38,3,3,0,43,hay estabilidad pero falta innovacion,0
38,1261,17,3,finanzas,fijo,44,3,2,1,47,hay estabilidad pero falta innovacion,0
41,1951,17,5,ventas,fijo,54,3,2,1,31,siento que mi esfuerzo no siempre se reconoce,1
59,3815,37,13,rrhh,temporal,37,3,2,0,18,hay buenas oportunidades de aprendizaje,0
57,2623,36,15,logistica,temporal,43,2,4,0,29,no recibo retroalimentacion suficiente y siento que no hay crecimiento profesional,0
19,1365,1,1,rrhh,fijo,36,4,3,1,35,me siento reconocido por mis esfuerzos,0
25,1848,4,2,finanzas,fijo,60,3,3,0,9,siento que mi esfuerzo no se reconoce,1
44,3373,23,4,rrhh,fijo,60,3,4,0,35,no me siento valorado en la empresa,0
39,2023,15,10,produccion,fijo,58,2,5,3,15,el ambiente de oficina es tenso y me siento muy estresado por la carga laboral,1
54,3073,35,20,ventas,fijo,52,2,2,1,2,estoy satisfecho con las condiciones laborales y me siento muy estresado por la carga laboral,0
44,2570,22,14,finanzas,fijo,41,3,1,0,21,el liderazgo es deficiente,1
46,2573,23,7,produccion,temporal,30,5,3,3,50,siento estabilidad en mi trabajo,0
20,648,0,0,finanzas,fijo,44,1,3,0,21,el trabajo es estresante y agotador,1
30,2474,12,10,finanzas,fijo,60,4,1,3,20,me gusta el ambiente laboral y me siento muy estresado por la carga laboral,1
27,908,2,0,logistica,fijo,36,2,1,0,29,los recursos para trabajar son insuficientes,0
53,2822,26,12,ventas,temporal,44,5,1,4,26,estoy contento con mi trabajo,0
26,1840,4,2,ventas,fijo,39,2,4,1,1,me siento parte de un buen equipo,0
44,2481,22,22,finanzas,temporal,35,4,2,4,7,estoy satisfecho con mi equipo,1
51,2253,33,33,logistica,temporal,45,5,2,4,42,hay buenas oportunidades de aprendizaje,1
18,1055,0,0,produccion,fijo,43,2,1,0,22,me siento estancado profesionalmente,1
49,2615,21,1,ti,fijo,41,2,5,0,38,no confio en la direccion de la empresa,0
42,2675,20,11,produccion,fijo,46,3,2,4,37,siento que crezco profesionalmente,1
46,1964,20,19,logistica,temporal,39,2,5,1,40,siento que mi esfuerzo no se reconoce,1
24,1439,0,0,rrhh,fijo,58,2,2,0,35,estoy muy insatisfecho con mi trabajo y me siento muy estresado por la carga laboral,1
20,582,2,1,finanzas,fijo,39,1,5,0,13,siento que crezco profesionalmente ademas considero que el salario es bajo y siento que no hay crecimiento profesional,0
37,2242,14,8,finanzas,fijo,37,5,4,4,30,estoy motivado y satisfecho con mis proyectos,0
37,1689,19,19,ventas,fijo,54,2,2,2,46,no recibo retroalimentacion suficiente y me siento muy estresado por la carga laboral,1
47,3485,26,14,rrhh,fijo,40,3,2,1,50,mi experiencia es promedio,1
52,2765,26,6,ti,fijo,56,3,3,3,18,el trabajo cumple con lo esperado y me siento muy estresado por la carga laboral,1
52,3094,34,13,ti,temporal,47,5,2,3,29,disfruto trabajar en esta empresa,0
56,2769,33,25,logistica,fijo,42,4,3,1,15,hay buenas oportunidades de aprendizaje,1
44,1914,21,1,ventas,fijo,49,4,1,0,11,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,1
43,1600,20,8,ti,temporal,45,5,3,3,23,no confio en la direccion de la empresa,0
31,1788,8,4,logistica,fijo,56,1,1,1,41,no confio en la direccion de la empresa,1
34,1511,16,3,finanzas,fijo,52,1,2,0,37,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral,0
35,1199,14,6,ti,fijo,43,2,3,1,31,el ambiente laboral es muy malo,1
46,1555,23,20,ti,fijo,41,4,1,0,49,la empresa valora a sus empleados,1
37,1773,11,0,produccion,fijo,42,4,3,0,18,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,0
44,2570,20,8,logistica,temporal,56,3,1,1,39,"estoy aprendiendo cosas nuevas, pero hay desafios",1
35,2086,12,7,ti,fijo,42,3,3,4,46,el equilibrio entre trabajo y vida es justo,0
21,648,0,0,produccion,fijo,45,1,1,0,4,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,1
18,866,0,0,rrhh,fijo,30,3,5,0,44,el equilibrio entre trabajo y vida es justo ademas considero que el salario es bajo,1
18,1597,0,0,produccion,fijo,53,3,2,0,45,"estoy aprendiendo cosas nuevas, pero hay desafios y siento que no hay crecimiento profesional",0
43,2810,23,15,rrhh,fijo,41,3,2,2,46,estoy orgulloso de lo que hacemos,0
37,1276,8,2,ventas,temporal,38,4,3,0,1,no me siento valorado en la empresa y siento que no hay crecimiento profesional,0
40,2730,20,2,finanzas,fijo,42,3,1,2,50,siento que mi esfuerzo no siempre se reconoce,1
27,1219,4,2,ventas,temporal,42,3,5,2,31,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1
28,638,1,0,ventas,fijo,37,3,2,0,26,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0
58,3528,40,17,ventas,temporal,47,5,3,3,1,la cultura de la empresa es positiva,0
58,3775,35,6,rrhh,fijo,53,3,2,0,36,me siento reconocido por mis esfuerzos y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
22,1849,0,0,logistica,fijo,53,2,5,0,36,hay falta de comunicacion en el equipo,0
18,1339,0,0,ti,temporal,47,3,2,0,21,la empresa tiene potencial de mejora,0
34,2623,16,15,produccion,temporal,56,4,4,3,33,me gusta el ambiente laboral,1
39,1888,16,3,ventas,fijo,38,3,5,0,26,"el equipo es bueno, pero la gestion necesita mejorar y siento que no hay crecimiento profesional",0
51,2530,29,12,ventas,fijo,30,3,1,4,16,"algunas tareas son interesantes, otras no tanto",1
58,3233,36,31,ti,fijo,36,2,5,0,38,el ambiente laboral es muy malo,1
46,2061,23,9,ventas,fijo,42,2,3,0,22,los recursos para trabajar son insuficientes y siento que no hay crecimiento profesional,1
21,1187,0,0,rrhh,fijo,44,2,1,0,9,el liderazgo es deficiente,0
22,1875,1,1,rrhh,fijo,31,2,2,0,21,no hay oportunidades de crecimiento y siento que no hay crecimiento profesional,1
28,2038,3,2,logistica,fijo,53,2,5,2,14,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral,0
38,3220,20,13,ti,fijo,37,2,1,0,49,siento que mis habilidades no se aprovechan,1
52,2843,30,5,rrhh,temporal,49,3,2,2,39,hay estabilidad pero falta innovacion,0
29,1992,9,9,logistica,fijo,53,2,5,0,35,hay cosas buenas y malas y siento que no hay crecimiento profesional,0
43,2782,21,12,ventas,fijo,34,3,1,1,42,me esfuerzo por mejorar en mi puesto,0
36,2338,15,5,logistica,fijo,38,5,3,3,38,mi desarrollo profesional es constante,1
24,962,4,3,ventas,fijo,46,1,2,0,15,no hay oportunidades de crecimiento y siento que no hay crecimiento profesional,1
24,2060,5,3,finanzas,fijo,58,1,2,0,27,el liderazgo es deficiente y siento que no hay crecimiento profesional,1
43,3680,25,11,logistica,fijo,50,3,3,2,34,el trabajo cumple con lo esperado,1
57,2849,39,29,finanzas,fijo,43,4,3,4,31,la empresa tiene potencial de mejora,0
22,1634,0,0,ti,fijo,58,3,3,0,46,"el ambiente es regular, podria mejorar",1
38,2726,17,11,ventas,fijo,38,3,1,1,23,el trabajo cumple con lo esperado,1
31,2285,9,3,ventas,fijo,44,2,3,1,20,no recibo retroalimentacion suficiente,0
21,1969,0,0,produccion,temporal,51,2,4,0,40,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,1
40,2357,19,12,logistica,fijo,49,4,1,2,18,el liderazgo de mi equipo es excelente,0
59,3210,36,7,rrhh,temporal,30,4,3,4,31,no me siento valorado en la empresa,0
37,2534,15,7,ti,fijo,42,4,3,4,45,mi desarrollo profesional es constante,0
32,1353,2,2,ti,temporal,39,3,4,2,33,la empresa tiene potencial de mejora,0
46,1889,28,22,logistica,fijo,60,1,5,0,17,siento que mi trabajo no tiene impacto,1
25,1567,6,2,rrhh,fijo,41,4,3,2,10,estoy satisfecho con las condiciones laborales,0
58,3129,35,13,produccion,temporal,43,2,2,0,10,me siento estancado profesionalmente y siento que no hay crecimiento profesional,0
36,2272,17,17,finanzas,fijo,35,3,3,1,17,"el equipo es bueno, pero la gestion necesita mejorar",0
56,2565,33,10,produccion,temporal,40,5,1,2,0,disfruto trabajar en esta empresa,1
45,2484,24,12,finanzas,temporal,59,3,1,0,39,aprecio el apoyo de mis colegas pero no siempre de mi jefe y me siento muy estresado por la carga laboral,0
44,1740,20,5,finanzas,fijo,52,1,3,1,0,estoy motivado y satisfecho con mis proyectos y me siento muy estresado por la carga laboral,0
21,972,3,3,produccion,fijo,36,1,1,1,23,estoy motivado y satisfecho con mis proyectos ademas considero que el salario es bajo,1
32,2525,10,6,ti,temporal,54,2,2,4,40,la carga de trabajo es abrumadora,1
52,2548,29,17,ventas,fijo,49,4,3,2,21,siento que crezco profesionalmente,0
54,3209,32,19,ti,fijo,33,4,2,0,6,mi equipo y mi jefe me apoyan mucho y siento que no hay crecimiento profesional,1
18,1081,0,0,ventas,fijo,50,4,4,0,16,me gusta el ambiente laboral y siento que no hay crecimiento profesional,1
20,1247,0,0,ti,fijo,41,2,5,0,48,no hay oportunidades de crecimiento,0
41,2181,23,0,produccion,fijo,59,3,4,0,11,mi experiencia es promedio,1
44,2473,20,1,produccion,temporal,54,1,3,0,0,me siento parte de un buen equipo y me siento muy estresado por la carga laboral,0
57,3594,39,38,produccion,fijo,60,2,5,3,2,la carga de trabajo es abrumadora,1
53,2252,28,4,logistica,fijo,60,4,3,4,46,el trabajo es estresante y agotador y me siento muy estresado por la carga laboral,1
51,3593,32,25,ventas,temporal,31,4,5,0,29,hay un buen ambiente de colaboracion,0
46,2753,28,18,ti,temporal,49,3,3,0,22,siento que mi esfuerzo no siempre se reconoce,1
41,2553,17,1,finanzas,temporal,43,2,5,0,7,mi jefe no apoya mi desarrollo profesional,0
41,2818,20,2,logistica,fijo,38,4,2,2,43,estoy satisfecho con mi equipo,1
59,3671,35,19,ti,temporal,51,3,1,3,16,mi experiencia es promedio y me siento muy estresado por la carga laboral,0
21,1359,0,0,ti,temporal,43,4,3,0,5,el liderazgo de mi equipo es excelente,1
20,817,0,0,rrhh,temporal,35,3,4,0,11,hay estabilidad pero falta innovacion,0
51,1858,25,9,ti,fijo,52,4,4,4,20,el liderazgo de mi equipo es excelente y me siento muy estresado por la carga laboral,1
40,1660,19,9,logistica,fijo,34,4,3,4,10,la empresa valora a sus empleados,1
40,3390,22,20,finanzas,temporal,49,5,2,2,1,hay tareas repetitivas que no disfruto,0
22,773,1,1,ti,fijo,56,2,3,0,19,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral ademas considero que el salario es bajo,1
48,2142,21,8,rrhh,fijo,48,3,5,2,47,"no es el mejor trabajo, pero tampoco el peor",0
58,2687,35,1,rrhh,temporal,47,4,1,1,19,estoy orgulloso de lo que hacemos,1
23,1004,2,2,finanzas,fijo,36,3,2,2,30,estoy muy insatisfecho con mi trabajo,0
54,2339,29,15,logistica,fijo,50,4,1,2,35,hay un buen ambiente de colaboracion,0
27,2305,9,3,ti,fijo,30,3,4,3,23,la empresa tiene potencial de mejora,1
57,3714,34,22,produccion,fijo,49,5,1,3,21,mi desarrollo profesional es constante,0
24,951,6,5,produccion,fijo,38,1,1,1,8,siento que algunos procesos son confusos,1
56,4000,33,12,rrhh,temporal,60,4,3,2,48,disfruto trabajar en esta empresa y me siento muy estresado por la carga laboral,0
55,2061,34,5,finanzas,fijo,37,4,4,2,16,me siento parte de un buen equipo,1
38,1276,12,9,produccion,fijo,40,3,1,4,33,el trabajo es estresante y agotador,1
37,2768,19,16,rrhh,fijo,36,5,5,2,10,mi equipo y mi jefe me apoyan mucho,1
20,851,0,0,rrhh,temporal,50,3,1,0,5,la empresa tiene potencial de mejora,0
39,2276,16,7,logistica,fijo,46,3,3,3,50,estoy satisfecho con las condiciones laborales,0
21,1368,0,0,ti,fijo,57,1,2,0,48,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral,0
45,1510,21,8,logistica,temporal,50,4,2,2,22,disfruto trabajar en esta empresa,0
29,1688,4,1,finanzas,temporal,44,4,2,0,47,disfruto trabajar en esta empresa,1
55,2117,34,16,produccion,fijo,37,5,5,4,48,estoy satisfecho con las condiciones laborales,0
53,1565,28,19,ti,fijo,49,2,1,0,46,siento que mi esfuerzo no se reconoce,1
58,3563,36,21,ventas,fijo,41,3,4,3,44,tengo oportunidades limitadas para crecer,0
22,1891,1,1,finanzas,fijo,34,3,1,0,48,hay estabilidad pero falta innovacion,0
30,1055,6,2,rrhh,temporal,37,2,2,1,39,los recursos para trabajar son insuficientes,1
40,2747,20,8,ti,fijo,34,3,2,3,25,siento que algunos procesos son confusos,0
47,2914,23,7,produccion,temporal,43,4,4,4,8,la cultura de la empresa es positiva,0
54,3181,29,28,rrhh,fijo,33,2,1,1,7,me esfuerzo por mejorar en mi puesto,1
42,2392,22,6,rrhh,fijo,56,3,2,0,48,el trabajo cumple con lo esperado y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
44,2956,24,6,produccion,temporal,44,5,4,4,45,estoy satisfecho con las condiciones laborales,0
31,1563,13,6,ventas,fijo,49,3,3,1,25,cumplo mis funciones sin mayor inconveniente,0
53,2721,35,2,logistica,temporal,58,2,2,1,11,siento estabilidad en mi trabajo y me siento muy estresado por la carga laboral,1
56,2772,37,18,finanzas,fijo,51,3,3,4,32,hay cosas buenas y malas,1
33,1081,13,1,finanzas,fijo,39,2,1,0,44,no tengo motivacion para seguir en este trabajo,1
39,1354,20,13,rrhh,temporal,46,2,5,1,6,hay falta de comunicacion en el equipo,1
38,2819,14,4,ti,fijo,33,4,1,0,15,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,1
38,2544,19,1,ventas,fijo,59,2,5,1,25,el trabajo es estresante y agotador,0
25,771,5,1,ventas,temporal,30,2,4,1,24,me siento estancado profesionalmente,1
33,1540,11,3,rrhh,fijo,60,2,5,1,34,me siento estancado profesionalmente y me siento muy estresado por la carga laboral,0
48,3635,30,9,logistica,temporal,57,4,4,2,42,me esfuerzo por mejorar en mi puesto,1
59,3532,33,16,ti,fijo,35,3,2,0,28,hay cosas buenas y malas,0
27,2124,3,1,logistica,fijo,37,4,1,0,49,el liderazgo de mi equipo es excelente,1
49,3644,31,26,logistica,temporal,33,3,4,0,41,hay tareas repetitivas que no disfruto,1
51,3075,26,0,produccion,temporal,53,3,1,0,27,"el ambiente es regular, podria mejorar",0
26,1761,0,0,logistica,fijo,43,4,1,0,15,no me siento valorado en la empresa y siento que no hay crecimiento profesional,1
34,1807,16,3,produccion,fijo,31,3,4,3,18,el trabajo cumple con lo esperado,1
28,2222,10,0,rrhh,fijo,34,4,4,0,39,siento que mi esfuerzo no siempre se reconoce,0
49,2440,29,21,logistica,fijo,44,4,5,3,5,el equilibrio entre trabajo y vida es justo,1
27,1105,9,0,ti,fijo,59,2,2,0,26,estoy muy insatisfecho con mi trabajo y siento que no hay crecimiento profesional,0
39,1712,20,2,ventas,fijo,60,4,2,2,2,trabajo en proyectos que me interesan y me siento muy estresado por la carga laboral,0
34,2254,12,1,ventas,fijo,48,4,3,0,33,hay buenas oportunidades de aprendizaje,1
21,1898,0,0,ventas,fijo,43,2,5,0,16,no recibo retroalimentacion suficiente,0
42,2485,20,17,finanzas,fijo,36,5,5,3,31,la cultura de la empresa es positiva,1
38,1529,15,3,ventas,fijo,58,1,1,1,23,no confio en la direccion de la empresa y me siento muy estresado por la carga laboral,1
54,3216,34,2,produccion,temporal,38,3,1,1,34,"algunas tareas son interesantes, otras no tanto",1
55,4000,37,15,ti,fijo,30,3,4,4,34,"el ambiente es regular, podria mejorar",0
18,1851,0,0,ventas,fijo,60,3,3,0,31,"el equipo es bueno, pero la gestion necesita mejorar",1
42,1567,19,10,logistica,fijo,53,3,1,4,14,no recibo retroalimentacion suficiente,0
53,3922,31,9,rrhh,fijo,49,4,5,0,36,estoy orgulloso de lo que hacemos y siento que no hay crecimiento profesional,0
34,1789,14,2,logistica,fijo,58,3,3,1,24,hay tareas repetitivas que no disfruto,1
58,2990,32,20,rrhh,fijo,39,3,5,1,20,siento que mi esfuerzo no siempre se reconoce,0
41,2219,15,8,produccion,fijo,40,3,5,4,13,siento que algunos procesos son confusos,0
19,915,0,0,ventas,temporal,50,1,5,0,22,me siento estancado profesionalmente,0
57,2774,34,34,produccion,temporal,41,2,2,0,6,el ambiente laboral es muy malo y siento que no hay crecimiento profesional,0
32,2762,14,7,produccion,fijo,30,3,5,4,4,"a veces me siento motivado, a veces no",0
49,2556,23,5,produccion,fijo,50,3,2,3,13,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1
56,3941,36,7,finanzas,fijo,54,2,1,3,18,la carga de trabajo es abrumadora,0
23,1102,0,0,ventas,fijo,37,3,5,0,42,siento que algunos procesos son confusos y siento que no hay crecimiento profesional,1
